AÑO,DEPARTAMENTO,MUNICIPO,TOTAL MUESTRAS,RESULTADO COLOR APARENTE,RESULTADO TURBIEDAD,RESULTADO PH,RESULTADO CLORO RESIDUAL LIBRE,RESULTADO ALCALINIDAD TOTAL,RESULTADO CALCIO,RESULTADO FOSFATOS,RESULTADO MANGANESO,RESULTADO MOLIBDENO,RESULTADO MAGNESIO,RESULTADO ZINC,RESULTADO DUREZA TOTAL,RESULTADO SULFATOS,RESULTADO HIERRO TOTAL,RESULTADO CLORUROS,RESULTADO NITRATOS,RESULTADO NITRITOS,RESULTADO ALUMINIO,RESULTADO FLORUROS,RESULTADO COT,RESULTADO COLIFORMES TOTALES,RESULTADO E.COLI,RESULTADO ANTIMONIO,RESULTADO ARSÉNICO,RESULTADO BARIO,RESULTADO CADMIO,RESULTADO CIANURO LIBRE Y DIASOCIABLE,RESULTADO COBRE,RESULTADO Cromo total,RESULTADO MERCURIO,RESULTADO NIQUEL,RESULTADO PLOMO,RESULTADO SELENIO,RESULTADO TRIHALOMETANOS TOTALES,RESULTADO HIDROCARBUROS AROMÁTICOS POLICICLICOS,RESULTADO GIARDIA,RESULTADO CRYPTOSPORIDIUM,RESULTADO PLAGUICIDAS TOTALES,RESULTADO ORGANOFOSFORADOS Y CARBAMATOS,RESULTADO MESÓFILOS,IRCA PROMEDIO,IRCA BASE PROMEDIO,NIVEL DE RIESGO PROMEDIO
2015,Antioquia,Turbo,69,5.66425,1.240769231,7.649565217,0.913043478,130.7366667,,,,,,,309.59,,0.05,32.91333333,,,0.025,0.074,1.965,5.823529412,0.059701493,,,,,,,,,,,,,,,,,,,4.620289,4.620289,SIN RIESGO
2015,Antioquia,Uramita,49,5.2,1.489666667,8,1.644897959,,,,,,,,,,,,,,,,,2.448979592,0.040816327,,,,,,,,,,,,,,,,,,,9.625714,9.625714,BAJO
2015,Atlántico,Manatí,28,3.035714286,0.49625,7.525714286,1.148214286,42.2,16.33333333,0.0525,,,,,55,,,12.9,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Urrao,26,5.043478261,0.562173913,7.060769231,1.284,8.81,,,,,,,11.15,,0.0555,6.98,,,0.2035,0.012,1.14,3.576923077,3.24,,,,,,,,,,,,,,,,,,,3.608846,3.608846,SIN RIESGO
2015,Antioquia,Valdivia,27,3.72,0.7728,7,1.207407407,10.33,,,,,,,15.7,,0.052333333,1.692666667,,,0.141333333,,0.984,0.37037037,0,,,,,,,,,,,,,,,,,,,2.749629,2.749629,SIN RIESGO
2015,Antioquia,Valparaíso,27,3.833333333,0.229857143,7.378518519,0.840769231,,,,,,,,,,,,,,,0.036,1.03,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Vegachí,27,3.52,1.207125,6.874074074,1.314814815,,,,,,,,,,,,,,,,,0.703703704,0,,,,,,,,,,,,,,,,,,,3.132962,3.132962,SIN RIESGO
2015,Antioquia,Venecia,25,3.5,0.275625,7.402,1.048,,,,,,,,,,,,,,,0.029,1.08,0.04,0,,,,,,,,,,,,,,,,,,,0.736,0.736,SIN RIESGO
2015,Antioquia,Yalí,28,3.65,0.6838,6.907142857,1.3816,,,,,,,,,,,,,,,,1.814,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Antioquia,Yarumal,114,12.06116667,1.074507692,7.001769912,1.289189189,10.95777778,,,,,,,13.50222222,,0.141555556,3.37775,,,0.537444444,0.016,0.8695,2.289473684,0.00877193,,,,,,,,,,,,,,,,,,,5.646842,5.646842,BAJO
2015,Antioquia,Yolombó,27,3.836666667,0.5589,6.603703704,0.822222222,,,,,,,,,,,,,,,,1.507,0.925925926,0.111111111,,,,,,,,,,,,,,,,,,,1.911481,1.911481,SIN RIESGO
2015,Antioquia,Yondó,24,6.414444444,0.568333333,7.175,1.4625,,,,,,,,,,,,,,,,4.632,13.58333333,0,,,,,,,,,,,,,,,,,,,2.204583,2.204583,SIN RIESGO
2015,Antioquia,Zaragoza,9,6,1.2794,6.555555556,1.48,,,,,,,,,,,,,,,,,26.88888889,26.88888889,,,,,,,,,,,,,,,,,,,34.276666,34.276666,MEDIO
2015,Arauca,Arauca,320,1.60078125,0.64846875,7.05596875,0.948391167,20.0128,8.241666667,0.134166667,,,2.283333333,,22.41666667,9.565217391,0.891791667,,,0.009375,,,0,0.0651341,0,,,,,,,,,,,,,,,,,,0,0.990687,0.990687,SIN RIESGO
2015,Arauca,Arauquita,94,3.427659574,0.818297872,7.199361702,0.944468085,30.57142857,8.647619048,0.18,,,2.514285714,,32.04761905,10.14285714,0.046285714,,,0.006904762,,,,0.012195122,0,,,,,,,,,,,,,,,,,,,3.540638,3.540638,SIN RIESGO
2015,Arauca,Cravo Norte,85,3.912470588,1.680705882,7.397529412,1.072941176,48.55,12.06,0.175,,,3.53,,42.92,15.35,0.055,,,0.00675,,,,1052.086957,0,,,,,,,,,,,,,,,,,,,8.328117,8.328117,BAJO
2015,Arauca,Fortul,90,1.401111111,0.615,7.076555556,1.644222222,19.09090909,4.463636364,0.160454545,2,,2.333333333,20,20.45454545,4.775909091,0.0458,,,0.006681818,,,0,0.362318841,0,,,,,,,,,,,,,,,,,,,1.917,1.917,SIN RIESGO
2015,Arauca,Puerto Rondón,82,1.098292683,0.300841463,7.739634146,0.992073171,25.15,19.4,0.183,,,3.945,,60.55,22.85,0.052,,,0.007,,,,0.04109589,0,,,,,,,,,,,,,,,,,,,1.006951,1.006951,SIN RIESGO
2015,Arauca,Saravena,87,1.073953488,0.400581395,7.123255814,1.484069767,9.437142857,7.247368421,0.204210526,,,1.273684211,,21.94736842,3.421052632,0.052947368,,,0.006894737,,,,4.963855422,0,,,,,,,,,,,,,,,,,,0,0.444827,0.444827,SIN RIESGO
2015,Arauca,Tame,82,1.956707317,0.813658537,7.11097561,1.355609756,14.68421053,7.678947368,0.171578947,,,3.242105263,,32.73684211,15.15789474,0.061578947,,,0.007105263,,,,22.7,0,,,,,,,,,,,,,,,,,,0,1.887804,1.887804,SIN RIESGO
2015,"Archipiélago de San Andrés, Providencia y Santa Catalina",Providencia,3,49.5,5.28,5.165,0.233333333,5,,,,,,,25,62.5,,100,0.3,0,,,,53.66666667,53.33333333,,,,,,,,,,,,,,,,,,,51.313333,51.313333,ALTO
2015,"Archipiélago de San Andrés, Providencia y Santa Catalina",San Andrés,101,1.00990099,0.37619802,7.028019802,0.870594059,65.45333333,,,,,,,65.05333333,8.424657534,0,172.6486486,3.401333333,0,,,,0,0,,,,,,,,,,,,,,,,,,0,0.614752,0.614752,SIN RIESGO
2015,Atlántico,Baranoa,78,5.480769231,1.979615385,7.625897436,0.539230769,241.1034483,66.51851852,0.201666667,,,,,,,,175.5555556,,,,,,0.467532468,0.285714286,,,,,,,,,,,,,,,,,,,29.860641,29.860641,MEDIO
2015,Atlántico,Barranquilla,261,1.417624521,0.362528736,7.233735632,1.149340996,41.62037037,17.32352941,0.091875,,,,,57.02380952,11,,12.05050505,,0.000869565,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Atlántico,Campo De La Cruz,42,18.45238095,17.09309524,7.758095238,0.123095238,46.53333333,14.61538462,0.19,,,,,56.5,,,13.85714286,,,,,,0.80952381,0.80952381,,,,,,,,,,,,,,,,,,,77.764285,77.764285,ALTO
2015,Atlántico,Candelaria,34,2.720588235,0.541647059,7.699117647,0.714117647,45.92857143,19.61538462,0.0675,,,,,57.5,,,12.92857143,0,0,,,,0.058823529,0,,,,,,,,,,,,,,,,,,,2.831176,2.831176,SIN RIESGO
2015,Atlántico,Galapa,67,2.611940299,0.582686567,7.531791045,1.115671642,39.71428571,16.67857143,0.06,,,,,50,,,12.78571429,,0,,,,0,0,,,,,,,,,,,,,,,,,,,0.38791,0.38791,SIN RIESGO
2015,Atlántico,Juan De Acosta,52,2.149019608,0.380627451,7.450588235,1.142745098,42.625,16.58333333,0.125,,,,,56,,,17.64,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Atlántico,Luruaco,120,12.47916667,7.39225,7.697166667,0.091916667,239.6363636,49.86486486,0.255555556,,,,,623.8571429,133,,274.05,,0.013333333,,,,0.983333333,0.566666667,,,,,,,,,,,,,,,,,,,72.607083,72.607083,ALTO
2015,Atlántico,Malambo,102,2.648514851,0.638287129,7.358415842,0.750892157,137.6734694,61.23255814,0.205,,,,,273.6666667,172.5,,130.3636364,,0.09,,,,0.362745098,0.196078431,,,,,,,,,,,,,,,,,,,22.469215,22.469215,MEDIO
2015,Atlántico,Palmar De Varela,35,2.571428571,0.506828571,7.512857143,0.98,36.01,16.18181818,0.115,,,,,56,,,12.3,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Atlántico,Piojó,40,2,0.3883,7.61075,1.39575,41.1875,15.6875,0.133333333,,,,,60,,,14.5,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Atlántico,Polonuevo,32,2.265625,0.5434375,7.6415625,1.0059375,40.125,17.42857143,0.1,,,,,,,,12.75,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Atlántico,Ponedera,95,4.026315789,1.704431579,7.511052632,1.302765957,39.464,17.2173913,0.082,,,,,52.25,11,,13.91304348,,0,,,,0.010526316,0,,,,,,,,,,,,,,,,,,,5.646736,5.646736,BAJO
2015,Atlántico,Puerto Colombia,47,2.5,0.355319149,7.404255319,1.048085106,40.2,15.95,0.226,,,,,65.5,,,14.012,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Atlántico,Repelón,98,11.8556701,42.51598969,7.72556701,0.417755102,161,64.30769231,3.636,,,,,261.5714286,186.6666667,,114.4146341,,0.023333333,,,,0.5,0.397959184,,,,,,,,,,,,,,,,,,,38.720408,38.720408,ALTO
2015,Atlántico,Sabanagrande,33,2.272727273,0.414787879,7.53030303,1.143030303,42.75,16,0.11,,,,,57,,,13.375,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Atlántico,Sabanalarga,161,2.934782609,0.809503106,7.458198758,0.453670886,131.8333333,34.9,0.808571429,,,,,,,,75.5,,,,,,0.565217391,0.304347826,,,,,,,,,,,,,,,,,,,33.070559,33.070559,MEDIO
2015,Atlántico,Santa Lucía,33,4.848484848,8.077878788,7.716060606,0.624242424,40.72727273,14.1,0.2,,,,,56.5,,,12,,,,,,0.363636364,0.333333333,,,,,,,,,,,,,,,,,,,30.088787,30.088787,MEDIO
2015,Atlántico,Santo Tomás,33,2.272727273,0.420181818,7.519393939,1.130909091,42.1,15.5,0.14,,,,,56,,,13.6,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,SIN RIESGO
2015,Atlántico,Soledad,173,2.080924855,0.374104046,7.236936416,1.232196532,41.10909091,17.21818182,0.140714286,,,,,59.73333333,,,12.04363636,,0,,,,0.005780347,0,,,,,,,,,,,,,,,,,,,0.111849,0.111849,SIN RIESGO
2015,Atlántico,Suan,37,4.189189189,2.871621622,7.718108108,1.408648649,42,15.75,0.22,,,,,60,,,13.71428571,,0.01,,,,0,0,,,,,,,,,,,,,,,,,,,15.037027,15.037027,MEDIO
2015,Atlántico,Tubará,58,4.181034483,1.253189655,7.48637931,1.061551724,88.375,29,0.12,,,,,56,,,41,,,,,,0.103448276,0.017241379,,,,,,,,,,,,,,,,,,,9.390517,9.390517,BAJO
2015,Atlántico,Usiacurí,42,2.619047619,0.392452381,7.467857143,0.927619048,40.28571429,17.71428571,0.18,,,,,56,,,12.71428571,,,,,,0.047619048,0,,,,,,,,,,,,,,,,,,,0.921428,0.921428,SIN RIESGO
2015,Bogotá DC,Bogotá DC,2546,5.217486253,1.036736117,7.290188605,1.244565645,17.99311321,16.9,,0,,,,23.71757171,,0.056560535,13.17347156,,,0,0.036545455,175.1428571,40.75384312,2.656764241,,,,,,,,0.000121951,0.002,0.00095122,,,,,,,0,484.6,7.350314,7.350314,BAJO
2015,Bolívar,Achí,11,8,0.923333333,8.253333333,,261.8333333,29.75666667,0.666666667,,,26.95666667,,185.2,0,0.14,7.683333333,,0.022333333,,,,0.625,0.125,,,,,,,,,,,,,,,,,,,24.76,24.76,MEDIO
2015,Bolívar,Altos Del Rosario,13,6.666666667,0.5275,6.8275,,36.225,7.325,0.426666667,,,4.8475,,38.25,20.66666667,0.035,27.48,0.026,0.022666667,,,,27.33333333,26.66666667,,,,,,,,,,,,,,,,,,,40.970769,40.970769,ALTO
2015,Bolívar,Arenal,14,9.5,0.866666667,7.67,,119.6,23.46666667,1.325,,,7.466666667,,89.26666667,9.5,0.216666667,7.783333333,,0.246,,,,36.81818182,2.909090909,,,,,,,,,,,,,,,,,,,59.085714,59.085714,ALTO
2015,Bolívar,Arjona,5,5,1.9,7.63,,52.3,19.6,0.46,0.017,,2.62,,59.6,13,0.02,11.75,,0.011,,,,0.25,0,,,,,,,,,,,,,,,,,,,7.5,7.5,BAJO
2015,Bolívar,Arroyohondo,5,7,7.77,7.215,,32.25,19.2,0.52,0.043,,1.435,,53.9,32,0.14,4.9,,0.012,,,,0.333333333,0,,,,,,,,,,,,,,,,,,,28.18,28.18,MEDIO
2015,Bolívar,Barranco De Loba,11,11.33333333,2.3175,7.195,,25.05,20.5725,0.21,10.94,,3.936666667,,74.7,33.66666667,0.0725,17.6575,0.011,0.014666667,,,,0.857142857,0.142857143,,,,,,,,,,,,,,,,,,,35.74,35.74,ALTO
2015,Bolívar,Calamar,6,11,1.213333333,7.466666667,,43.21666667,19.86333333,0.08,,,3.336666667,,63.33333333,30,0.043333333,10.83,,0.018666667,,,,0.333333333,0.333333333,,,,,,,,,,,,,,,,,,,16.666666,16.666666,MEDIO
2015,Bolívar,Cantagallo,13,7.333333333,1.685,7.445,,41.975,22.425,0.173333333,,,2.115,,64.7,25.5,0.0475,130.8,,0.01975,,,,10.44444444,0.333333333,,,,,,,,,,,,,,,,,,,45.556923,45.556923,ALTO
2015,Bolívar,Cartagena,467,6.538461538,0.338834951,6.852524272,1.662666667,49.23203883,17.72980583,0.061463415,1.597333333,,3.102941176,,57.1223301,19.9,0.046019417,20.21796116,,0.013951456,,0.0185,,0,0,,,,,,,,,,,,,,,,,,,0.006295,0.006295,SIN RIESGO
2015,Bolívar,Cicuco,12,9.666666667,0.36,6.946666667,,92.5,22.48,1.303333333,,,13.44333333,,111.4666667,25.33333333,0.02,32.79,0.025,0.0245,,,,13.55555556,0.666666667,,,,,,,,,,,,,,,,,,,48.666666,48.666666,ALTO
2015,Bolívar,Clemencia,9,10,4.953333333,7.656666667,,82.6,26.93333333,0.555,,,23.78333333,,165.7333333,116,0.236666667,79.31,,0.013,,,,40.5,6.666666667,,,,,,,,,,,,,,,,,,,50.983333,50.983333,ALTO
2015,La Guajira,Urumita,9,10.11111111,1.72,7.433333333,0.965555556,78,,,,,,,101,0,,,,,,,,18,0,,,,,,,,,,,,,,,,,,,14.778888,14.778888,MEDIO
2015,Bolívar,Córdoba,12,13.5,2.153333333,7.9,,140.1333333,35,0.095,,,11.66666667,,135.3333333,29.5,0.036666667,33.54,,0.012,,,,53.33333333,9.444444444,,,,,,,,,,,,,,,,,,,39.1825,39.1825,ALTO
2015,Bolívar,El Carmen De Bolívar,8,5,0.265,8.225,,155.15,12.965,0.16,,,4.57,,51.2,28,0.025,18.795,,0.019,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Bolívar,El Guamo,14,10,1.87,7.365,,35.45,21.3,0.19,,,14.945,,114.7,30.5,0.13,5.775,,0.0075,,,,2.083333333,0,,,,,,,,,,,,,,,,,,,18.75,18.75,MEDIO
2015,Bolívar,El Peñón,11,7,13.375,7.38,,35.05,22.6,0.11,,,1.995,,64.6,,0.045,6.1,,0.0125,,,,15,1.333333333,,,,,,,,,,,,,,,,,,,41.631818,41.631818,ALTO
2015,Bolívar,Hatillo De Loba,17,11.75,2.3112,7.2,,34.2,22.314,0.1175,,,2.7825,,68.48,35.25,0.318,6.86,,0.011,,,,37.75,21.25,,,,,,,,,,,,,,,,,,,65.251176,65.251176,ALTO
2015,Bolívar,Magangué,11,11,1.255,6.99,,28.8,19.8,0.11,,,2.5,,59.7,31.5,0.035,7.025,,0.0165,,,,1.888888889,0.333333333,,,,,,,,,,,,,,,,,,,40.90909,40.90909,ALTO
2015,Bolívar,Mahates,19,6.5,0.321666667,7.77,,226.0333333,24.91666667,0.368333333,0.427,,50.15666667,,268.5333333,67.66666667,0.021666667,58.29166667,,0.019333333,,,,8.846153846,0.769230769,,,,,,,,,,,,,,,,,,,20.721052,20.721052,MEDIO
2015,Bolívar,Margarita,11,34.25,36.3475,8.3375,,77.1,20.52,0.3875,,,526.3933333,,74.25,14.75,0.665,8.31,,0.01275,,,,12.28571429,12,,,,,,,,,,,,,,,,,,,69.432727,69.432727,ALTO
2015,Bolívar,María La Baja,10,10,0.98,7.555,,58.5,18.3,0.33,0.019,,4.835,,65.5,20,0.07,16.77,,0.0115,,,,121.125,2,,,,,,,,,,,,,,,,,,,55,55,ALTO
2015,Bolívar,Mompós,9,10,2.91,7.385,,56.25,21.65,0.145,,,3.475,,68.3,11,0.09,9.075,,0.0155,,,,11.71428571,2.857142857,,,,,,,,,,,,,,,,,,,24.345555,24.345555,MEDIO
2015,Bolívar,Montecristo,11,6.666666667,0.416666667,7.31,,23.53333333,10.03333333,0.21,,,1.67,,31.93333333,21.5,0.076666667,3.75,0.016,0.032,,,,30.625,30.625,,,,,,,,,,,,,,,,,,,72.727272,72.727272,ALTO
2015,Bolívar,Morales,20,15,35.002,7.58,,175.68,24.8,0.292,,,13.052,,115.56,10,0.522,13.916,,0.0102,,,,10.6,6.666666667,,,,,,,,,,,,,,,,,,,66.249,66.249,ALTO
2015,Bolívar,Norosí,12,70,84.46666667,7.476666667,,38.16666667,6.133333333,0.51,0.088,,1.7,,22.33333333,0,2.12,0.583333333,,0.013666667,,,,44.88888889,44.88888889,,,,,,,,,,,,,,,,,,,91.3975,91.3975,INVIABLE SANITARIAMENTE
2015,Bolívar,Pinillos,8,10,0.325,7.98,,271,28.75,0.92,,,21.46,,160.1,20,0.06,21.865,,0.931,,,,25.66666667,0,,,,,,,,,,,,,,,,,,,25.755,25.755,MEDIO
2015,Bolívar,Regidor,8,10,0.343333333,7.28,,32.53333333,23.46666667,0.31,,,2.203333333,,67.6,43,0.135,7.316666667,,0.019,,,,0.4,0,,,,,,,,,,,,,,,,,,,5.06625,5.06625,SIN RIESGO
2015,Bolívar,Río Viejo,8,12.5,0.87,7.04,,29.7,24.5,0.105,0.036,,2.065,,356.2,41.5,0.045,6.625,0.016,0.002,,,,1,0.5,,,,,,,,,,,,,,,,,,,51.91875,51.91875,ALTO
2015,Bolívar,San Cristóbal,13,13.5,4.536666667,7.446666667,,38.33333333,16.1825,0.175,0.064,,4.3025,,58.1,31.5,0.086666667,32.87333333,,0.021333333,,,,0.333333333,0.333333333,,,,,,,,,,,,,,,,,,,32.265384,32.265384,MEDIO
2015,Bolívar,San Estanislao,16,9,2.005,7.6225,,54.35,20.51,0.136666667,,,2.15,,60.05,12,0.075,9.15,,0.0145,,,,0.416666667,0.25,,,,,,,,,,,,,,,,,,,28.95125,28.95125,MEDIO
2015,Bolívar,San Fernando,12,7,2.033333333,8.316666667,,195.9666667,10.07333333,11.11,,,0.613333333,,27.73333333,91,0.01,8.2,0.019,0.0315,,,,50,16.55555556,,,,,,,,,,,,,,,,,,,53.429166,53.429166,ALTO
2015,Bolívar,San Jacinto Del Cauca,9,70,21.25,7.605,,46,16.35,69,,,16.085,,107,11,0.51,4.4,,0.014,,,,23.57142857,23.14285714,,,,,,,,,,,,,,,,,,,71.674444,71.674444,ALTO
2015,Bolívar,San Juan Nepomuceno,7,8.5,1.355,7.46,,40.6,23.55,0.5,0.0215,,3.84,,74.6,41,0.025,88.725,,0.037,,,,0.4,0.2,,,,,,,,,,,,,,,,,,,20.05,20.05,MEDIO
2015,Bolívar,San Martín De Loba,8,8.5,1.095,7.07,,30.45,24.05,0.115,,,2.84,,71.7,40.5,0.075,5.775,,0.0185,,,,0.666666667,0.166666667,,,,,,,,,,,,,,,,,,,26.5625,26.5625,MEDIO
2015,Bolívar,San Pablo,15,5.666666667,0.285,7.4475,,49.05,18.15,0.226666667,0.006,,3.405,,59.3,11,0.02,14.285,,0.0125,,,,0.909090909,0.272727273,,,,,,,,,,,,,,,,,,,27.5,27.5,MEDIO
2015,Bolívar,Santa Catalina,10,18.33333333,5.615,7.6025,,83.325,43.175,15.00333333,0.436,,28.6375,,225.55,73.66666667,17.1475,76.755,,0.11375,,,,1,1,,,,,,,,,,,,,,,,,,,85.35,85.35,INVIABLE SANITARIAMENTE
2015,Bolívar,Santa Rosa,10,7.5,0.526666667,7.35,,46.43333333,17.33333333,0.145,0.013,,3.37,,57.06666667,18,0.036666667,19.42333333,,0.016333333,,,,0.571428571,0,,,,,,,,,,,,,,,,,,,15,15,MEDIO
2015,Bolívar,Santa Rosa Del Sur,12,13.33333333,3.84,7.406666667,,31.83333333,4.866666667,0.29,,,1.103333333,,16.66666667,0,0.356666667,0.4,,0.013333333,,,,27.33333333,13.44444444,,,,,,,,,,,,,,,,,,,80.8925,80.8925,INVIABLE SANITARIAMENTE
2015,Bolívar,Simití,10,6,1.7,5.75,,16.2,10.35,0.155,,,4.765,,45.4,33,0.15,7.225,,0.011,,,,20.25,5.375,,,,,,,,,,,,,,,,,,,32.352,32.352,MEDIO
2015,Bolívar,Soplaviento,3,,,,,,,,,,,,,,,,,,,,,50,4.333333333,,,,,,,,,,,,,,,,,,,58.333333,58.333333,ALTO
2015,Bolívar,Talaigua Nuevo,8,12,0.375,7.54,,107.7,24.35,3.03,,,12.275,,112.5,25,0.02,15.92,,0.022,0.302,,,40.5,2.333333333,,,,,,,,,,,,,,,,,,,60.845,60.845,ALTO
2015,Bolívar,Tiquisio,17,7.333333333,0.64,7.0375,,39.025,7.97,0.63,,,1.5075,,26.1,2.333333333,0.3825,12.7975,,0.026,,,,31.30769231,24.92307692,,,,,,,,,,,,,,,,,,,56.747058,56.747058,ALTO
2015,Bolívar,Turbaco,8,12.33333333,3.52,7.593333333,,50.5,18.86,0.15,,,2.963333333,,59.26666667,11.33333333,0.076666667,10.11666667,,0.017333333,,,,0.4,0,,,,,,,,,,,,,,,,,,,20.4025,20.4025,MEDIO
2015,Bolívar,Turbaná,1,7,3.24,7.15,,28.8,16.5,0.09,,,2.48,,51.4,25,0.13,0.7,0.012,,,,,,,,,,,,,,,,,,,,,,,,,46.87,46.87,ALTO
2015,Bolívar,Villanueva,13,10,2.136666667,7.65,,53.6,20.76666667,0.505,,,1.62,,58.53333333,12,0.053333333,7.083333333,0.021,5.5195,,,,2.9,0.3,,,,,,,,,,,,,,,,,,,44.890769,44.890769,ALTO
2015,Bolívar,Zambrano,12,13.33333333,3.886666667,7.24,,34.9,19.92,0.153333333,,,2.38,,59.53333333,30,0.12,5.9,,0.016333333,,,,14.22222222,0.666666667,,,,,,,,,,,,,,,,,,,52.143333,52.143333,ALTO
2015,Boyacá,Almeida,23,6.845217391,1.777391304,7.07826087,0.565217391,10.24545455,6.195,0.0325,,,5.923529412,,41.64117647,2.65,0.098888889,4.8375,,0.0188,0.027,,,284.2608696,10.13043478,,,,,,,,,,,,,,,,,,,39.881304,39.881304,ALTO
2015,Boyacá,Aquitania,35,5.434285714,0.464571429,7.117142857,0.694285714,28.49347826,21.00606061,0.041333333,,,3.017391304,,71.648,6.433571429,0.064,6.227777778,,0.011818182,0.043,,0.1,432.7142857,4.171428571,,,,,,,,,,,,,,,,,,,27.122857,27.122857,MEDIO
2015,Boyacá,Arcabuco,33,5.915757576,0.925757576,6.660606061,0.384848485,9.887916667,7.548275862,0.03825,,,2.715384615,,29.01428571,7.585454545,0.054,3.9875,,0.0159,0.152666667,0.073,,475.7272727,131.3939394,,,,,,,,,,,,,,,,,,,34.385151,34.385151,MEDIO
2015,Boyacá,Belén,33,6.801212121,0.689393939,7.639393939,0.278787879,76.86103448,26.13818182,0.03675,,,4.652,,89.7688,2.644444444,0.0425,3.757894737,,0.0168,0.042166667,0.21,,107.7272727,3.515151515,,,,,,,,,,,,,,,,,,,34.211515,34.211515,MEDIO
2015,Boyacá,Berbeo,23,14.98130435,4.459565217,7.647826087,0.295652174,17.355,8.965217391,0.068333333,,,3.133333333,,35.44285714,2.944444444,0.24125,3.445454545,,0.017666667,0.0426,,,961.2608696,118.7826087,,,,,,,,,,,,,,,,,,,53.115217,53.115217,ALTO
2015,Boyacá,Betéitiva,23,20.60826087,4.472608696,7.334782609,0.365217391,26.06388889,8.12173913,0.04925,,,3.672727273,,35.32727273,6.3525,0.665,4.207692308,,0.0222,0.296333333,,1.05,781.3043478,28.17391304,,,,,,,,,,,,,,,,,,,55.337391,55.337391,ALTO
2015,Boyacá,Boavita,26,7.060384615,1.795384615,7.638461538,0.603846154,66.34173913,29.02307692,0.08,,,5.394736842,,92.24736842,14.83,0.27125,4.961538462,,0.01475,0.044,,,525.1923077,73.07692308,,,,,,,,,,,,,,,,,,,40.377307,40.377307,ALTO
2015,Boyacá,Boyacá,29,6.771724138,1.22862069,6.627586207,0.279310345,11.31478261,9,0.7,,,3.847368421,,31.016,2.366666667,0.051428571,5.335714286,,0.018,0.07,,0.1,335.2413793,30.5862069,,,,,,,,,,,,,,,,,,,38.809655,38.809655,ALTO
2015,Boyacá,Briceño,21,6.084285714,2.671904762,7.819047619,0.533333333,72.08526316,53.1,0.03,,,8.186666667,,142.8386667,107.875,0.07,6.5875,,0.031,0.024666667,,0.1,774.5714286,92.23809524,,,,,,,,,,,,,,,,,,,41.957619,41.957619,ALTO
2015,Boyacá,Buenavista,16,13.310625,2.79,7.08125,0.99375,57.66357143,31.9875,0.0325,,,10.36666667,,123.1333333,36.48333333,0.02,6.72,,0.021,,,,510.6875,81.0625,,,,,,,,,,,,,,,,,,,35.03125,35.03125,MEDIO
2015,Boyacá,Busbanza,16,5.239375,2.523125,7.79375,0.70625,173.3993333,30.17857143,0.333666667,,,16.87857143,,144.6714286,28.7,0.08,32.01,,0.021,,0.575,,0,0,,,,,,,,,,,,,,,,,,,4.511875,4.511875,SIN RIESGO
2015,Boyacá,Caldas,21,12.47142857,5.004761905,7.761904762,0.942857143,72.57842105,10.67142857,0.04,,,3.33,,39.565,18.5425,0.57,12.44615385,,0.165,,,,167.952381,125.1428571,,,,,,,,,,,,,,,,,,,29.9,29.9,MEDIO
2015,Boyacá,Campohermoso,15,6.992,0.726,6.986666667,1.32,5.97,6.85,0.04,,,3.266666667,,32.63333333,7.6,0.0625,7.8,,0.011,0.054,0.046,,0,0,,,,,,,,,,,,,,,,,,,0.981333,0.981333,SIN RIESGO
2015,Boyacá,Cerinza,30,5.462333333,1.063,7.673333333,0.62,55.16541667,17.46923077,0.0272,,,3.836842105,,58.1047619,2.327142857,0.055,4.75,,0.019,,0.0795,1.8,33.06666667,2.866666667,,,,,,,,,,,,,,,,,,,15.711333,15.711333,MEDIO
2015,Boyacá,Chinavita,30,16.57066667,8.01,6.946666667,0.376666667,11.74444444,8.239285714,0.405777778,,,1.7,,24.35909091,3.375,0.55375,3.289473684,,0.041777778,0.103,0.24,0.1,1033.866667,49.1,,,,,,,,,,,,,,,,,,,55.570333,55.570333,ALTO
2015,Boyacá,Chiquinquirá,75,7.527213115,0.692786885,6.935409836,1.101639344,71.18727273,17.70655738,0.0355,,,3.352272727,,57.36590909,9.964375,0.215555556,41.21054839,,0.023777778,0.049833333,0.91,0.1,124.9864865,0.173333333,,,,,,,,,,,,,,,,,,0,7.820666,7.820666,BAJO
